datetime,open,high,low,close,volume
2025-09-04 14:17:00,1253.495,1253.96997,1253.495,1253.95996,4455
2025-09-04 14:16:00,1253.0,1253.01001,1253.0,1253.01001,2975
2025-09-04 14:15:00,1252.43005,1252.43005,1252.43005,1252.43005,850
2025-09-04 14:14:00,1252.88,1252.88,1252.88,1252.88,412
2025-09-04 14:13:00,1252.63403,1252.63403,1252.13,1252.33997,2686
2025-09-04 14:12:00,1252.47998,1252.47998,1252.32996,1252.33997,2093
2025-09-04 14:11:00,1252.62,1252.62,1252.62,1252.62,790
2025-09-04 14:10:00,1252.15002,1252.15002,1252.15002,1252.15002,51815
2025-09-04 14:09:00,1252.22998,1252.39001,1252.06006,1252.33496,3011
2025-09-04 14:08:00,1251.80005,1252.33997,1251.80005,1252.33997,2475
2025-09-04 14:07:00,1251.97498,1252.66638,1251.85156,1252.57629,1141
2025-09-04 14:06:00,1252.5,1252.64001,1251.55859,1252.36499,3973
2025-09-04 14:05:00,1252.65002,1252.79749,1252.65002,1252.79749,2223
2025-09-04 14:04:00,1252.81995,1253.18005,1252.81995,1253.07996,1378
2025-09-04 14:03:00,1253.56995,1253.56995,1253.12,1253.31494,2541
2025-09-04 14:02:00,1253.01001,1253.5,1253.01001,1253.43506,3417
2025-09-04 14:01:00,1252.97754,1253.03503,1252.71997,1253.01001,1842
2025-09-04 14:00:00,1253.04504,1253.04504,1253.04504,1253.04504,947
2025-09-04 13:59:00,1253.06995,1253.2688,1252.9834,1253.2688,1247
2025-09-04 13:58:00,1253.51001,1253.67456,1253.26001,1253.67456,3364
2025-09-04 13:57:00,1253.67004,1254.005,1253.67004,1254.005,1353
2025-09-04 13:56:00,1253.46497,1253.86755,1253.46497,1253.86755,1378
2025-09-04 13:55:00,1253.93506,1253.93506,1253.32007,1253.32007,1771
2025-09-04 13:54:00,1254.0,1254.0,1254.0,1254.0,687
2025-09-04 13:53:00,1253.31006,1254.59998,1253.31006,1254.59998,3788
2025-09-04 13:52:00,1254.27502,1254.27502,1253.82996,1253.84497,1649
2025-09-04 13:51:00,1253.93005,1254.49988,1253.875,1253.875,2311
2025-09-04 13:50:00,1253.58997,1253.95496,1253.58997,1253.95496,1188
2025-09-04 13:49:00,1255.18506,1255.18506,1253.48389,1253.48389,4914
2025-09-04 13:48:00,1254.14001,1255.0,1254.14001,1254.81995,8231
2025-09-04 13:47:00,1253.87,1254.52954,1253.60999,1254.52954,5730
2025-09-04 13:46:00,1252.84497,1253.52002,1252.84497,1253.52002,2757
2025-09-04 13:45:00,1252.27502,1253.08496,1252.19995,1252.84253,4279
2025-09-04 13:43:00,1252.76001,1252.76001,1252.08997,1252.43994,5335
2025-09-04 13:42:00,1252.46497,1252.77844,1252.39001,1252.77844,982
2025-09-04 13:41:00,1252.78943,1252.78943,1252.78943,1252.78943,335
2025-09-04 13:40:00,1252.65002,1252.67505,1252.45996,1252.67505,2707
2025-09-04 13:39:00,1252.31702,1253.25989,1252.30103,1252.83374,4065
2025-09-04 13:38:00,1252.54004,1252.71997,1252.54004,1252.54004,2155
2025-09-04 13:37:00,1253.16895,1253.16895,1252.18994,1252.51501,3272
2025-09-04 13:36:00,1253.73999,1253.75,1253.31995,1253.31995,1572
2025-09-04 13:35:00,1253.46997,1253.46997,1253.46997,1253.46997,674
2025-09-04 13:34:00,1253.70996,1253.70996,1253.19995,1253.19995,2422
2025-09-04 13:33:00,1253.58997,1253.88,1253.25757,1253.59998,1716
2025-09-04 13:32:00,1253.50244,1253.60999,1253.41003,1253.60999,1615
2025-09-04 13:31:00,1253.53503,1253.79004,1253.53503,1253.79004,1825
2025-09-04 13:30:00,1254.07764,1254.07764,1253.87,1253.87,2767
2025-09-04 13:29:00,1253.23999,1253.71753,1253.23999,1253.69995,2923
2025-09-04 13:28:00,1253.43005,1253.56006,1253.43005,1253.56006,1378
2025-09-04 13:27:00,1253.43005,1253.71497,1253.43005,1253.43005,1742
2025-09-04 13:26:00,1253.54004,1253.84253,1253.54004,1253.84253,2070
2025-09-04 13:25:00,1253.48999,1253.5,1253.48999,1253.48999,1907
2025-09-04 13:24:00,1253.34998,1253.48096,1253.125,1253.125,2088
2025-09-04 13:23:00,1253.13,1253.13,1252.95251,1252.95251,1766
2025-09-04 13:22:00,1253.23999,1253.53503,1253.22998,1253.32996,2865
2025-09-04 13:21:00,1253.70996,1254.15002,1253.70996,1254.15002,2408
2025-09-04 13:20:00,1253.31,1253.42,1253.31,1253.39,216
2025-09-04 13:19:00,1251.91016,1252.59998,1251.91016,1252.48499,6901
2025-09-04 13:18:00,1252.38904,1252.39001,1252.07385,1252.07385,1396
2025-09-04 13:17:00,1252.5,1252.5,1252.5,1252.5,4
2025-09-04 13:16:00,1251.94995,1251.94995,1251.94995,1251.94995,2468
2025-09-04 13:15:00,1251.32495,1251.77002,1251.32495,1251.68091,2009
2025-09-04 13:14:00,1251.56995,1251.56995,1251.5,1251.5,1685
2025-09-04 13:13:00,1251.62,1251.99988,1251.44995,1251.99988,2037
2025-09-04 13:12:00,1251.36365,1251.52893,1250.98999,1250.98999,5854
2025-09-04 13:11:00,1251.56006,1251.74988,1251.03186,1251.38,3261
2025-09-04 13:10:00,1252.01001,1252.01001,1251.83997,1252.0,3752
2025-09-04 13:09:00,1253.91003,1253.91003,1252.65002,1252.65002,3973
2025-09-04 13:08:00,1254.37,1254.43506,1254.28003,1254.43005,2336
2025-09-04 13:07:00,1254.46997,1254.46997,1254.04004,1254.29504,1501
2025-09-04 13:06:00,1254.54504,1254.54504,1253.90002,1253.90002,2317
2025-09-04 13:05:00,1254.14001,1255.12,1254.01001,1254.54504,4391
2025-09-04 13:04:00,1253.61499,1254.12,1253.61499,1254.12,2923
2025-09-04 13:03:00,1253.68994,1253.68994,1253.68994,1253.68994,357
2025-09-04 13:02:00,1253.28003,1253.30005,1253.16504,1253.30005,4577
2025-09-04 13:01:00,1252.89001,1253.0,1252.89001,1253.0,1232
2025-09-04 13:00:00,1252.47998,1252.47998,1252.27063,1252.33997,1205
2025-09-04 12:59:00,1252.91333,1252.91333,1251.80005,1251.80005,7959
2025-09-04 12:58:00,1253.02002,1253.02002,1252.35535,1252.73999,2154
2025-09-04 12:57:00,1253.31494,1253.31494,1252.67004,1252.67004,3909
2025-09-04 12:56:00,1253.15002,1253.375,1253.13,1253.17078,2778
2025-09-04 12:55:00,1254.89502,1254.89502,1253.25,1253.62,6314
2025-09-04 12:54:00,1254.78992,1254.91504,1254.78992,1254.91504,1340
2025-09-04 12:53:00,1254.28003,1254.42444,1254.28003,1254.42444,1174
2025-09-04 12:52:00,1254.87,1255.17004,1254.87,1255.17004,4860
2025-09-04 12:51:00,1254.96997,1254.96997,1254.47998,1254.68994,4731
2025-09-04 12:50:00,1255.19995,1255.57996,1254.64795,1255.0,4399
2025-09-04 12:49:00,1254.27002,1254.27002,1254.26001,1254.26001,2001
2025-09-04 12:48:00,1253.91504,1253.98999,1253.67505,1253.98999,3662
2025-09-04 12:47:00,1253.95203,1253.95203,1253.33997,1253.5,2987
2025-09-04 12:46:00,1254.02002,1254.02002,1253.59497,1253.65002,3196
2025-09-04 12:45:00,1253.54285,1254.12744,1253.54285,1253.94995,1849
2025-09-04 12:44:00,1254.19995,1255.19995,1254.08997,1254.28003,7707
2025-09-04 12:43:00,1253.60999,1254.31006,1253.50012,1253.50012,3608
2025-09-04 12:42:00,1253.02002,1254.02002,1253.02002,1253.60999,4975
2025-09-04 12:41:00,1253.31995,1253.36499,1252.80005,1253.30505,3360
2025-09-04 12:40:00,1254.03003,1254.10498,1253.31995,1253.83997,3565
2025-09-04 12:39:00,1254.43005,1254.99988,1254.35999,1254.38,3247
2025-09-04 12:38:00,1253.32495,1254.38,1253.15002,1254.24756,5659
2025-09-04 12:37:00,1252.98999,1253.23364,1252.70007,1253.19946,3082
2025-09-04 12:36:00,1253.21997,1253.21997,1252.58643,1252.69495,6443
2025-09-04 12:35:00,1253.59985,1253.59985,1253.29504,1253.32495,3030
2025-09-04 12:34:00,1253.38,1253.38,1253.01001,1253.30505,8729
2025-09-04 12:33:00,1253.13745,1253.14746,1252.84998,1252.87,4074
2025-09-04 12:32:00,1252.72998,1253.13501,1252.51001,1253.13501,4717
2025-09-04 12:31:00,1253.01001,1253.01001,1252.55005,1252.70496,4151
2025-09-04 12:30:00,1252.90002,1253.75,1252.5,1253.01001,6741
2025-09-04 12:29:00,1253.56995,1253.56995,1252.38464,1252.755,5926
2025-09-04 12:28:00,1254.01208,1254.01208,1253.68994,1253.68994,3186
2025-09-04 12:27:00,1254.31006,1254.81995,1254.19995,1254.32996,5464
2025-09-04 12:26:00,1255.01001,1255.13,1254.68005,1254.83997,6446
2025-09-04 12:25:00,1254.98999,1255.75,1254.97498,1255.23413,5167
2025-09-04 12:24:00,1253.81006,1255.08997,1253.81006,1254.84998,7769
2025-09-04 12:23:00,1253.97498,1253.97498,1253.95996,1253.95996,1197
2025-09-04 12:22:00,1254.5,1254.5,1253.995,1254.16931,2953
2025-09-04 12:21:00,1254.53003,1254.66003,1254.073,1254.073,7844
2025-09-04 12:20:00,1253.93994,1254.97961,1253.93994,1254.91003,5755
2025-09-04 12:19:00,1253.94336,1253.94336,1253.60999,1253.60999,913
2025-09-04 12:18:00,1253.635,1253.635,1253.63,1253.63,440
2025-09-04 12:17:00,1253.85999,1253.85999,1253.30664,1253.63501,4069
2025-09-04 12:16:00,1254.54565,1254.80444,1253.91016,1254.23999,5980
2025-09-04 12:15:00,1254.95496,1254.95996,1254.42004,1254.43005,3022
2025-09-04 12:14:00,1254.69995,1255.0,1253.88013,1254.95496,3209
2025-09-04 12:13:00,1253.73999,1255.0,1253.69995,1253.89001,4928
2025-09-04 12:12:00,1254.0,1254.06799,1253.73999,1253.95996,2400
2025-09-04 12:11:00,1253.53003,1253.93103,1253.17004,1253.93103,4174
2025-09-04 12:10:00,1253.76001,1253.83496,1253.33997,1253.5,4207
2025-09-04 12:09:00,1254.25,1254.25,1254.06006,1254.06006,3387
2025-09-04 12:08:00,1254.26575,1254.26575,1253.93994,1254.13,4939
2025-09-04 12:07:00,1254.5,1254.75,1254.5,1254.66003,4427
2025-09-04 12:06:00,1254.18506,1254.18506,1254.05115,1254.13,3489
2025-09-04 12:05:00,1254.55505,1254.60999,1254.21997,1254.21997,6050
2025-09-04 12:04:00,1254.01013,1254.53992,1254.01013,1254.32495,3129
2025-09-04 12:03:00,1254.32996,1254.58704,1254.30005,1254.30005,2411
2025-09-04 12:02:00,1254.42004,1254.42004,1254.42004,1254.42004,2347
2025-09-04 12:01:00,1255.27502,1255.27502,1254.16003,1254.16003,3362
2025-09-04 12:00:00,1254.32996,1254.98999,1254.09497,1254.5,5980
2025-09-04 11:59:00,1254.01501,1255.0,1254.0,1254.66003,6047
2025-09-04 11:58:00,1254.14001,1254.14001,1253.47998,1253.95496,4358
2025-09-04 11:57:00,1254.33496,1254.33496,1253.33484,1254.11499,7269
2025-09-04 11:56:00,1255.02002,1255.62,1254.15002,1254.5,4469
2025-09-04 11:55:00,1255.30005,1255.46082,1254.91003,1254.91003,3909
2025-09-04 11:54:00,1255.06494,1255.84998,1255.0,1255.42004,5230
2025-09-04 11:53:00,1254.94995,1255.63,1254.63098,1255.13,8266
2025-09-04 11:52:00,1254.24866,1254.62,1254.24866,1254.62,2702
2025-09-04 11:51:00,1254.85999,1255.15002,1254.45996,1255.15002,4603
2025-09-04 11:50:00,1255.62744,1255.62744,1254.22998,1254.79004,9928
2025-09-04 11:49:00,1254.57544,1255.58496,1254.56006,1255.58496,10121
2025-09-04 11:48:00,1255.10999,1255.39001,1254.82495,1254.82495,6322
2025-09-04 11:47:00,1254.8595,1255.74988,1254.8595,1255.23999,4598
2025-09-04 11:46:00,1255.48999,1255.61987,1254.47485,1255.59998,23082
2025-09-04 11:45:00,1255.79504,1256.31165,1255.50012,1255.80005,10663
2025-09-04 11:44:00,1255.76001,1256.08875,1255.45996,1256.03003,13021
2025-09-04 11:43:00,1255.0,1255.55298,1255.0,1255.55298,12746
2025-09-04 11:42:00,1254.78003,1254.78003,1254.37,1254.37,3508
2025-09-04 11:41:00,1254.79004,1254.93005,1253.45898,1253.45898,9553
2025-09-04 11:40:00,1253.31995,1254.5,1253.31995,1254.48999,9243
2025-09-04 11:39:00,1252.82996,1253.33105,1252.47498,1253.13,6892
2025-09-04 11:38:00,1253.02002,1253.33984,1252.37,1252.47498,4566
2025-09-04 11:37:00,1253.52502,1253.54504,1252.78003,1253.48999,11890
2025-09-04 11:36:00,1252.33447,1253.51501,1252.33447,1253.51501,9304
2025-09-04 11:35:00,1251.33118,1252.87,1251.33118,1252.87,6577
2025-09-04 11:34:00,1251.29138,1251.375,1251.29138,1251.375,1632
2025-09-04 11:33:00,1251.15002,1251.15002,1250.83997,1251.15002,5289
2025-09-04 11:32:00,1251.65979,1251.65979,1250.89001,1251.49988,8034
2025-09-04 11:31:00,1251.38,1251.91003,1251.36011,1251.71326,4535
2025-09-04 11:30:00,1252.01001,1252.18994,1251.59998,1251.77502,4266
2025-09-04 11:29:00,1251.29004,1251.71997,1251.0,1251.71997,6129
2025-09-04 11:28:00,1252.40002,1252.80005,1250.90002,1251.82996,13411
2025-09-04 11:27:00,1251.62,1252.25,1251.48755,1252.13,11478
2025-09-04 11:26:00,1251.83496,1252.0,1251.83496,1252.0,6595
2025-09-04 11:25:00,1251.29004,1251.79004,1251.16003,1251.33997,6481
2025-09-04 11:24:00,1251.10999,1251.21997,1250.26245,1251.21997,3109
2025-09-04 11:23:00,1250.6001,1251.30005,1250.6001,1251.30005,3020
2025-09-04 11:22:00,1252.0,1252.05005,1250.90002,1251.99097,7668
2025-09-04 11:21:00,1251.77502,1252.0,1251.13965,1252.0,14043
2025-09-04 11:20:00,1251.0,1251.90002,1251.0,1251.90002,5680
2025-09-04 11:19:00,1250.83997,1251.19995,1250.78406,1251.07996,5938
2025-09-04 11:18:00,1250.85999,1251.04004,1250.76501,1250.98999,2158
2025-09-04 11:17:00,1249.84912,1251.0,1249.84912,1250.33008,6234
2025-09-04 11:16:00,1249.75,1250.27002,1249.5,1250.27002,5266
2025-09-04 11:15:00,1247.72693,1249.75,1247.72693,1249.75,3290
2025-09-04 11:14:00,1247.72998,1248.75,1247.5835,1248.75,3809
2025-09-04 11:13:00,1248.5,1248.93994,1247.80005,1247.80005,7126
2025-09-04 11:12:00,1248.80005,1248.80005,1248.18005,1248.49414,2746
2025-09-04 11:11:00,1250.0,1250.09998,1248.18005,1248.64709,6176
2025-09-04 11:10:00,1251.08997,1251.21997,1250.37378,1250.37378,11882
2025-09-04 11:09:00,1249.79004,1251.33374,1249.79004,1250.91003,7047
2025-09-04 11:08:00,1249.93994,1250.38501,1249.93005,1250.21497,5436
2025-09-04 11:07:00,1250.71497,1250.71497,1249.5,1249.60498,5005
2025-09-04 11:06:00,1250.63,1250.94995,1250.58997,1250.71497,7559
2025-09-04 11:05:00,1251.45654,1251.45654,1250.56995,1250.68005,4791
2025-09-04 11:04:00,1251.56995,1251.6875,1251.0,1251.27002,4499
2025-09-04 11:03:00,1252.16003,1252.16003,1251.58997,1251.70996,6205
2025-09-04 11:02:00,1252.14001,1252.28003,1251.68005,1251.88,12370
2025-09-04 11:01:00,1249.55005,1252.09998,1249.38,1252.09998,22282
2025-09-04 11:00:00,1249.80505,1250.25,1249.45007,1249.77502,6546
2025-09-04 10:59:00,1249.51001,1250.2699,1249.46997,1249.92004,10302
2025-09-04 10:58:00,1248.5,1249.57996,1248.25,1249.57996,1536
2025-09-04 10:57:00,1247.42004,1248.07996,1247.23999,1248.00244,4426
2025-09-04 10:56:00,1247.16663,1248.62988,1247.16663,1247.28503,5346
2025-09-04 10:55:00,1249.79004,1250.52991,1247.06213,1247.06213,10055
2025-09-04 10:54:00,1249.73999,1249.80005,1249.25,1249.58997,7025
2025-09-04 10:53:00,1248.20007,1249.94995,1248.20007,1248.71008,5705
2025-09-04 10:52:00,1249.19995,1249.54504,1248.67822,1249.48828,6620
2025-09-04 10:51:00,1250.09998,1250.09998,1248.55005,1249.09998,7498
2025-09-04 10:50:00,1249.43994,1250.14001,1249.05505,1250.03503,9526
2025-09-04 10:49:00,1247.96997,1249.13,1247.89001,1249.13,6639
2025-09-04 10:48:00,1248.72998,1248.72998,1247.90002,1248.09998,7965
2025-09-04 10:47:00,1247.55505,1248.73987,1247.0,1248.73987,4404
2025-09-04 10:46:00,1247.10498,1247.57996,1247.10498,1247.55505,4356
2025-09-04 10:45:00,1246.62,1246.84998,1246.42505,1246.84998,3073
2025-09-04 10:44:00,1246.89001,1246.89001,1246.38,1246.80005,5734
2025-09-04 10:43:00,1246.3252,1247.0,1246.3252,1247.0,4665
2025-09-04 10:42:00,1248.47998,1248.93005,1246.66003,1246.94995,8473
2025-09-04 10:41:00,1249.51001,1249.51001,1248.0,1248.46997,8297
2025-09-04 10:40:00,1250.41003,1250.66223,1249.10999,1249.47998,9310
2025-09-04 10:39:00,1250.47437,1251.0,1249.97998,1250.28003,12638
2025-09-04 10:38:00,1250.35999,1250.90002,1249.52002,1250.47522,27988
2025-09-04 10:37:00,1249.5,1250.80005,1249.5,1250.65405,17862
2025-09-04 10:36:00,1249.45996,1249.98987,1248.55005,1249.61755,11470
2025-09-04 10:35:00,1248.69995,1250.28003,1248.58997,1249.90002,33284
2025-09-04 10:34:00,1248.96497,1249.7699,1248.33679,1248.98999,9861
2025-09-04 10:33:00,1248.0,1249.72998,1247.70996,1248.00012,31054
2025-09-04 10:32:00,1244.59998,1247.5,1244.59998,1246.95996,20599
2025-09-04 10:31:00,1244.28003,1244.80505,1243.75012,1244.57996,6502
2025-09-04 10:30:00,1243.66394,1244.72498,1243.66394,1244.30505,5392
2025-09-04 10:29:00,1242.16016,1244.0,1242.16016,1244.0,5007
2025-09-04 10:28:00,1242.34998,1242.71997,1241.20349,1242.71997,5972
2025-09-04 10:27:00,1240.72485,1241.98999,1240.72485,1241.98999,4521
2025-09-04 10:26:00,1241.3595,1241.63,1240.94141,1241.11499,5448
2025-09-04 10:25:00,1242.0,1242.54004,1240.93506,1241.93005,9395
2025-09-04 10:24:00,1241.51001,1241.97095,1241.18823,1241.92004,5260
2025-09-04 10:23:00,1240.92505,1240.92505,1240.06274,1240.18005,3800
2025-09-04 10:22:00,1239.38257,1240.05505,1239.38257,1240.05505,3404
2025-09-04 10:21:00,1240.93994,1240.98987,1239.54504,1239.54504,3447
2025-09-04 10:20:00,1240.68506,1240.96545,1239.44995,1240.43994,5983
2025-09-04 10:19:00,1239.0,1241.0,1238.62,1240.66504,8112
2025-09-04 10:18:00,1237.94995,1238.27002,1237.84998,1238.27002,3072
2025-09-04 10:17:00,1239.48218,1239.48218,1237.5,1237.9375,5655
2025-09-04 10:16:00,1240.93994,1240.93994,1238.75,1238.75,8470
2025-09-04 10:15:00,1239.43506,1240.98718,1238.63013,1240.43005,8116
2025-09-04 10:14:00,1238.85999,1240.0199,1238.65002,1240.0199,3860
2025-09-04 10:13:00,1240.09998,1240.47498,1239.40002,1239.40002,3599
2025-09-04 10:12:00,1239.95496,1240.96326,1239.4209,1240.12,10089
2025-09-04 10:11:00,1239.17505,1240.69495,1239.13,1239.75,12363
2025-09-04 10:10:00,1239.88098,1240.02502,1238.80005,1239.495,4217
2025-09-04 10:09:00,1240.10352,1240.27002,1239.12,1239.12,7928
2025-09-04 10:08:00,1238.74048,1240.01941,1238.74048,1239.06006,5686
2025-09-04 10:07:00,1237.18884,1239.01001,1237.18884,1238.54504,7354
2025-09-04 10:06:00,1236.625,1237.08496,1236.30688,1236.89001,8082
2025-09-04 10:05:00,1236.495,1237.0,1235.17175,1236.65173,21190
2025-09-04 10:04:00,1237.5,1237.77295,1236.06982,1236.495,8711
